0	30
0.0353694	30.0353
0.0707302	30.0707
0.106082	30.106
0.141426	30.1413
0.176761	30.1765
0.212088	30.2118
0.247406	30.247
0.282715	30.2822
0.318016	30.3174
0.353308	30.3526
0.388592	30.3878
0.423867	30.4229
0.459134	30.4581
0.494392	30.4932
0.529641	30.5283
0.564882	30.5634
0.600115	30.5984
0.635339	30.6335
0.670554	30.6685
0.705761	30.7035
0.740959	30.7385
0.776149	30.7735
0.811331	30.8085
0.846504	30.8434
0.881668	30.8783
0.916824	30.9132
0.951971	30.9481
0.98711	30.983
1.02224	31.0178
1.05736	31.0527
1.09248	31.0875
1.12758	31.1223
1.16268	31.1571
1.19776	31.1919
1.23284	31.2266
1.26792	31.2614
1.30298	31.2961
1.33803	31.3308
1.37308	31.3655
1.40812	31.4001
1.44314	31.4348
1.47816	31.4694
1.51318	31.504
1.54818	31.5386
1.58317	31.5732
1.61816	31.6078
1.65314	31.6423
1.68811	31.6768
1.72307	31.7113
1.75802	31.7458
1.79297	31.7803
1.8279	31.8148
1.86283	31.8492
1.89775	31.8836
1.93266	31.918
1.96756	31.9524
2.00246	31.9868
2.03734	32.0212
2.07222	32.0555
2.10709	32.0898
2.14195	32.1241
2.1768	32.1584
2.21165	32.1927
2.24648	32.2269
2.28131	32.2612
2.31613	32.2954
2.35094	32.3296
2.38574	32.3638
2.42053	32.398
2.45532	32.4321
2.4901	32.4662
2.52486	32.5004
2.55962	32.5345
2.59438	32.5686
2.62912	32.6026
2.66386	32.6367
2.69858	32.6707
2.7333	32.7047
2.76801	32.7387
2.80271	32.7727
2.83741	32.8067
2.87209	32.8406
2.90677	32.8745
2.94144	32.9085
2.9761	32.9423
3.01075	32.9762
3.04539	33.0101
3.08003	33.0439
3.11466	33.0778
3.14928	33.1116
3.18389	33.1454
3.21849	33.1791
3.25308	33.2129
3.28767	33.2467
3.32225	33.2804
3.35682	33.3141
3.39138	33.3478
3.42593	33.3815
3.46048	33.4151
3.49501	33.4488
3.52954	33.4824
3.56406	33.516
3.59857	33.5496
3.63307	33.5832
3.66757	33.6167
3.70206	33.6503
3.73653	33.6838
3.77101	33.7173
3.80547	33.7508
3.83992	33.7842
3.87437	33.8177
3.9088	33.8511
3.94323	33.8846
3.97765	33.918
4.01207	33.9514
4.04647	33.9847
4.08087	34.0181
4.11526	34.0514
4.14964	34.0847
4.18401	34.1181
4.21837	34.1513
4.25273	34.1846
4.28708	34.2179
4.32142	34.2511
4.35575	34.2843
4.39007	34.3175
4.42438	34.3507
4.45869	34.3839
4.49299	34.417
4.52728	34.4502
4.56156	34.4833
4.59583	34.5164
4.6301	34.5495
4.66436	34.5826
4.69861	34.6156
4.73285	34.6486
4.76708	34.6817
4.80131	34.7147
4.83552	34.7476
4.86973	34.7806
4.90393	34.8136
4.93812	34.8465
4.97231	34.8794
5.00649	34.9123
5.04065	34.9452
5.07481	34.9781
5.10897	35.0109
5.14311	35.0438
5.17724	35.0766
5.21137	35.1094
5.24549	35.1422
5.2796	35.1749
5.31371	35.2077
5.3478	35.2404
5.38189	35.2732
5.41597	35.3059
5.45004	35.3385
5.4841	35.3712
5.51816	35.4039
5.5522	35.4365
5.58624	35.4691
5.62027	35.5017
5.65429	35.5343
5.68831	35.5669
5.72232	35.5994
5.75631	35.632
5.7903	35.6645
5.82429	35.697
5.85826	35.7295
5.89223	35.7619
5.92618	35.7944
5.96013	35.8268
5.99408	35.8592
6.02801	35.8916
6.06194	35.924
6.09585	35.9564
6.12976	35.9888
6.16367	36.0211
6.19756	36.0534
6.23145	36.0857
6.26532	36.118
6.29919	36.1503
6.33306	36.1825
6.36691	36.2148
6.40075	36.247
6.43459	36.2792
6.46842	36.3114
6.50224	36.3435
6.53606	36.3757
6.56986	36.4078
6.60366	36.44
6.63745	36.4721
6.67123	36.5042
6.70501	36.5362
6.73877	36.5683
6.77253	36.6003
6.80628	36.6323
6.84002	36.6644
6.87376	36.6963
6.90748	36.7283
6.9412	36.7603
6.97491	36.7922
7.00861	36.8241
7.04231	36.856
7.07599	36.8879
7.10967	36.9198
7.14334	36.9517
7.177	36.9835
7.21066	37.0153
7.2443	37.0471
7.27794	37.0789
7.31157	37.1107
7.3452	37.1425
7.37881	37.1742
7.41242	37.2059
7.44602	37.2377
7.47961	37.2693
7.51319	37.301
7.54677	37.3327
7.58033	37.3643
7.61389	37.396
7.64744	37.4276
7.68099	37.4592
7.71452	37.4907
7.74805	37.5223
7.78157	37.5539
7.81508	37.5854
7.84859	37.6169
7.88208	37.6484
7.91557	37.6799
7.94905	37.7113
7.98252	37.7428
8.01599	37.7742
8.04944	37.8056
8.08289	37.837
8.11633	37.8684
8.14977	37.8998
8.18319	37.9311
8.21661	37.9625
8.25002	37.9938
8.28342	38.0251
8.31681	38.0564
8.3502	38.0876
8.38358	38.1189
8.41695	38.1501
8.45031	38.1814
8.48367	38.2126
8.51701	38.2437
8.55035	38.2749
8.58368	38.3061
8.61701	38.3372
8.65032	38.3683
8.68363	38.3994
8.71693	38.4305
8.75022	38.4616
8.7835	38.4927
8.81678	38.5237
8.85005	38.5547
8.88331	38.5857
8.91656	38.6167
8.94981	38.6477
8.98304	38.6787
9.01627	38.7096
9.04949	38.7405
9.08271	38.7714
9.11591	38.8023
9.14911	38.8332
9.1823	38.8641
9.21548	38.8949
9.24866	38.9258
9.28182	38.9566
9.31498	38.9874
9.34814	39.0182
9.38128	39.0489
9.41441	39.0797
9.44754	39.1104
9.48066	39.1411
9.51377	39.1718
9.54688	39.2025
9.57998	39.2332
9.61306	39.2638
9.64615	39.2945
9.67922	39.3251
9.71229	39.3557
9.74534	39.3863
9.77839	39.4169
9.81144	39.4474
9.84447	39.478
9.8775	39.5085
9.91052	39.539
9.94353	39.5695
9.97653	39.5999
10.0095	39.6304
10.0425	39.6609
10.0755	39.6913
10.1085	39.7217
10.1414	39.7521
10.1744	39.7825
10.2073	39.8128
10.2403	39.8432
10.2732	39.8735
10.3061	39.9038
10.3391	39.9341
10.372	39.9644
10.4049	39.9947
10.4378	40.0249
10.4707	40.0552
10.5035	40.0854
10.5364	40.1156
10.5693	40.1458
10.6021	40.1759
10.635	40.2061
10.6678	40.2362
10.7007	40.2663
10.7335	40.2964
10.7663	40.3265
10.7991	40.3566
10.8319	40.3867
10.8647	40.4167
10.8975	40.4467
10.9303	40.4767
10.963	40.5067
10.9958	40.5367
11.0286	40.5667
11.0613	40.5966
11.0941	40.6266
11.1268	40.6565
11.1595	40.6864
11.1922	40.7163
11.225	40.7461
11.2577	40.776
11.2903	40.8058
11.323	40.8356
11.3557	40.8654
11.3884	40.8952
11.4211	40.925
11.4537	40.9547
11.4864	40.9845
11.519	41.0142
11.5516	41.0439
11.5843	41.0736
11.6169	41.1033
11.6495	41.1329
11.6821	41.1626
11.7147	41.1922
11.7473	41.2218
11.7799	41.2514
11.8124	41.281
11.845	41.3106
11.8776	41.3401
11.9101	41.3696
11.9427	41.3991
11.9752	41.4286
12.0077	41.4581
12.0402	41.4876
